"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-0", "24486", "SYSTEM", "Method Entered", " "
"Thread-0", "24487", "SYSTEM", "Variable Write", " context=Programmer:1#set_state:705, s=""H"""
"Thread-0", "24488", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24489", "SYSTEM", "Field Write", " context=Programmer:1, state=""H"""
"Thread-0", "24490", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24491", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24492", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24493", "SYSTEM", "Field Read", " context=Programmer:1, name"
"Thread-0", "24494", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24495", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24496", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24497", "SYSTEM", "Method Exit", " returner=Programmer:4#set_state:704, value=<void>"
"Thread-3", "24498", "SYSTEM", "Method Returned", " "
"Thread-3", "24499", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24500", "SYSTEM", "Field Read", " context=Programmer:4, fs"
"Thread-3", "24501", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Forks:1#pickup:471"
"Thread-3", "24502", "SYSTEM", "Method Entered", " "
"Thread-3", "24503", "SYSTEM", "Variable Write", " context=Forks:1#pickup:471, p=Programmer:4"
"Thread-3", "24504", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24505", "SYSTEM", "Field Read", " context=Programmer:4, count"
"Thread-3", "24506", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-3", "24507", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24508", "SYSTEM", "Field Read", " context=Programmer:4, count"
"Thread-3", "24509", "SYSTEM", "Field Write", " context=Programmer:4, count=2"
"Thread-3", "24510", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24511", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-3", "24512", "SYSTEM", "Field Write", " context=Forks:1, n=0"
"Thread-3", "24513", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24514", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:471, value=<void>"
"Thread-3", "24515", "SYSTEM", "Method Returned", " "
"Thread-3", "24516", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24517", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24518", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24519", "SYSTEM", "Method Exit", " returner=Programmer:5#set_state:703, value=<void>"
"Thread-4", "24520", "SYSTEM", "Method Returned", " "
"Thread-4", "24521", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24522", "SYSTEM", "Field Read", " context=Programmer:5, fs"
"Thread-4", "24523", "SYSTEM", "Method Call", " caller=Programmer:5#run:5, target=Forks:1#pickup:472"
"Thread-4", "24524", "SYSTEM", "Method Entered", " "
"Thread-4", "24525", "SYSTEM", "Variable Write", " context=Forks:1#pickup:472, p=Programmer:5"
"Thread-4", "24526", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24527", "SYSTEM", "Field Read", " context=Programmer:5, count"
"Thread-4", "24528", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "24529", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24530", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24531", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24532", "SYSTEM", "Method Exit", " returner=Programmer:1#set_state:705, value=<void>"
"Thread-0", "24533", "SYSTEM", "Method Returned", " "
"Thread-0", "24534", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24535", "SYSTEM", "Field Read", " context=Programmer:1, fs"
"Thread-0", "24536", "SYSTEM", "Method Call", " caller=Programmer:1#run:1, target=Forks:1#pickup:473"
"Thread-0", "24537", "SYSTEM", "Method Entered", " "
"Thread-0", "24538", "SYSTEM", "Variable Write", " context=Forks:1#pickup:473, p=Programmer:1"
"Thread-0", "24539", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "24540", "SYSTEM", "Field Read", " context=Programmer:1, count"
"Thread-0", "24541", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-0", "24542", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24543", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24544", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Programmer:4#set_state:706"
"Thread-3", "24545", "SYSTEM", "Method Entered", " "
"Thread-3", "24546", "SYSTEM", "Variable Write", " context=Programmer:4#set_state:706, s=""E"""
"Thread-3", "24547", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24548", "SYSTEM", "Field Write", " context=Programmer:4, state=""E"""
"Thread-3", "24549", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24550", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24551", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24552", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24553", "SYSTEM", "Field Read", " context=Programmer:4, name"
"Thread-3", "24554", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24555", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24556", "SYSTEM", "Field Read", " context=Programmer:4, name"
"Thread-3", "24557", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24558", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24559", "SYSTEM", "Method Exit", " returner=Programmer:4#set_state:706, value=<void>"
"Thread-3", "24560", "SYSTEM", "Method Returned", " "
"Thread-3", "24561", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24562", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Programmer:4#set_state:707"
"Thread-3", "24563", "SYSTEM", "Method Entered", " "
"Thread-3", "24564", "SYSTEM", "Variable Write", " context=Programmer:4#set_state:707, s=""C"""
"Thread-3", "24565", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24566", "SYSTEM", "Field Write", " context=Programmer:4, state=""C"""
"Thread-3", "24567", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24568", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24569", "SYSTEM", "Field Read", " context=Programmer:4, name"
"Thread-3", "24570", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24571", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24572", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24573", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24574", "SYSTEM", "Method Exit", " returner=Programmer:4#set_state:707, value=<void>"
"Thread-3", "24575", "SYSTEM", "Method Returned", " "
"Thread-3", "24576", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24577", "SYSTEM", "Field Read", " context=Programmer:4, fs"
"Thread-3", "24578", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Forks:1#drop:233"
"Thread-3", "24579", "SYSTEM", "Method Entered", " "
"Thread-3", "24580", "SYSTEM", "Variable Write", " context=Forks:1#drop:233, p=Programmer:4"
"Thread-3", "24581", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24582", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-3", "24583", "SYSTEM", "Field Write", " context=Forks:1, n=2"
"Thread-3", "24584", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24585", "SYSTEM", "Field Write", " context=Programmer:4, count=0"
"Thread-3", "24586", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24587", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24588", "SYSTEM", "Method Exit", " returner=Forks:1#drop:233, value=<void>"
"Thread-1", "24589", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24590", "SYSTEM", "Method Returned", " "
"Thread-3", "24591", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24592", "SYSTEM", "Field Read", " context=Programmer:2, count"
"Thread-3", "24593", "SYSTEM", "Variable Write", " context=Programmer:4#run:4, i=48"
"Thread-3", "24594", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24595", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-3", "24596", "SYSTEM", "Field Read", " context=Programmer:4, fs"
"Thread-1", "24597", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24598", "SYSTEM", "Field Read", " context=Programmer:2, count"
"Thread-1", "24599", "SYSTEM", "Field Write", " context=Programmer:2, count=2"
"Thread-1", "24600", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24601", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-1", "24602", "SYSTEM", "Field Write", " context=Forks:1, n=1"
"Thread-1", "24603", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24604", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:468, value=<void>"
"Thread-3", "24605", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Forks:1#pickup:474"
"Thread-3", "24606", "SYSTEM", "Method Entered", " "
"Thread-3", "24607", "SYSTEM", "Variable Write", " context=Forks:1#pickup:474, p=Programmer:4"
"Thread-3", "24608", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24609", "SYSTEM", "Method Returned", " "
"Thread-1", "24610", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "24611", "SYSTEM", "Field Read", " context=Programmer:4, count"
"Thread-3", "24612", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-3", "24613", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24614", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24615", "SYSTEM", "Method Call", " caller=Programmer:2#run:2, target=Programmer:2#set_state:708"
"Thread-1", "24616", "SYSTEM", "Method Entered", " "
"Thread-1", "24617", "SYSTEM", "Variable Write", " context=Programmer:2#set_state:708, s=""E"""
"Thread-1", "24618", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24619", "SYSTEM", "Field Write", " context=Programmer:2, state=""E"""
"Thread-1", "24620", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24621", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24622", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24623", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24624", "SYSTEM", "Field Read", " context=Programmer:2, name"
"Thread-1", "24625", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24626", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24627", "SYSTEM", "Field Read", " context=Programmer:2, name"
"Thread-1", "24628", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24629", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24630", "SYSTEM", "Method Exit", " returner=Programmer:2#set_state:708, value=<void>"
"Thread-1", "24631", "SYSTEM", "Method Returned", " "
"Thread-1", "24632", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24633", "SYSTEM", "Method Call", " caller=Programmer:2#run:2, target=Programmer:2#set_state:709"
"Thread-1", "24634", "SYSTEM", "Method Entered", " "
"Thread-1", "24635", "SYSTEM", "Variable Write", " context=Programmer:2#set_state:709, s=""C"""
"Thread-1", "24636", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24637", "SYSTEM", "Field Write", " context=Programmer:2, state=""C"""
"Thread-1", "24638", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24639", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24640", "SYSTEM", "Field Read", " context=Programmer:2, name"
"Thread-1", "24641", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24642", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24643", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24644", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24645", "SYSTEM", "Method Exit", " returner=Programmer:2#set_state:709, value=<void>"
"Thread-1", "24646", "SYSTEM", "Method Returned", " "
"Thread-1", "24647", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24648", "SYSTEM", "Field Read", " context=Programmer:2, fs"
"Thread-1", "24649", "SYSTEM", "Method Call", " caller=Programmer:2#run:2, target=Forks:1#drop:234"
"Thread-1", "24650", "SYSTEM", "Method Entered", " "
"Thread-1", "24651", "SYSTEM", "Variable Write", " context=Forks:1#drop:234, p=Programmer:2"
"Thread-1", "24652", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24653", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-1", "24654", "SYSTEM", "Field Write", " context=Forks:1, n=3"
"Thread-1", "24655", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24656", "SYSTEM", "Field Write", " context=Programmer:2, count=0"
"Thread-1", "24657", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24658", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24659", "SYSTEM", "Method Exit", " returner=Forks:1#drop:234, value=<void>"
"Thread-2", "24660", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24661", "SYSTEM", "Method Returned", " "
"Thread-1", "24662", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24663", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-1", "24664", "SYSTEM", "Variable Write", " context=Programmer:2#run:2, i=47"
"Thread-1", "24665", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24666", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-1", "24667", "SYSTEM", "Field Read", " context=Programmer:2, fs"
"Thread-2", "24668", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24669", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24670", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "24671", "SYSTEM", "Field Write", " context=Programmer:3, count=1"
"Thread-2", "24672", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24673", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24674", "SYSTEM", "Field Write", " context=Forks:1, n=2"
"Thread-2", "24675", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24676", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:469, value=<void>"
"Thread-1", "24677", "SYSTEM", "Method Call", " caller=Programmer:2#run:2, target=Forks:1#pickup:475"
"Thread-1", "24678", "SYSTEM", "Method Entered", " "
"Thread-1", "24679", "SYSTEM", "Variable Write", " context=Forks:1#pickup:475, p=Programmer:2"
"Thread-1", "24680", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24681", "SYSTEM", "Method Returned", " "
"Thread-2", "24682", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24683", "SYSTEM", "Field Read", " context=Programmer:2, count"
"Thread-2", "24684", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Programmer:3#set_state:710"
"Thread-2", "24685", "SYSTEM", "Method Entered", " "
"Thread-2", "24686", "SYSTEM", "Variable Write", " context=Programmer:3#set_state:710, s=""H"""
"Thread-2", "24687", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24688", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24689", "SYSTEM", "Field Write", " context=Programmer:3, state=""H"""
"Thread-1", "24690", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24691", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24692", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24693", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24694", "SYSTEM", "Field Read", " context=Programmer:2, count"
"Thread-2", "24695", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24696", "SYSTEM", "Field Write", " context=Programmer:2, count=1"
"Thread-2", "24697", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-1", "24698", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24699", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-1", "24700", "SYSTEM", "Field Write", " context=Forks:1, n=1"
"Thread-2", "24701", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24702", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24703", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:475, value=<void>"
"Thread-1", "24704", "SYSTEM", "Method Returned", " "
"Thread-1", "24705", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24706", "SYSTEM", "Method Call", " caller=Programmer:2#run:2, target=Programmer:2#set_state:711"
"Thread-1", "24707", "SYSTEM", "Method Entered", " "
"Thread-1", "24708", "SYSTEM", "Variable Write", " context=Programmer:2#set_state:711, s=""H"""
"Thread-1", "24709", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24710", "SYSTEM", "Field Write", " context=Programmer:2, state=""H"""
"Thread-1", "24711", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24712", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24713", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24714", "SYSTEM", "Field Read", " context=Programmer:2, name"
"Thread-1", "24715", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24716", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24717", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24718", "SYSTEM", "Method Exit", " returner=Programmer:3#set_state:710, value=<void>"
"Thread-2", "24719", "SYSTEM", "Method Returned", " "
"Thread-2", "24720", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24721", "SYSTEM", "Field Read", " context=Programmer:3, fs"
"Thread-2", "24722", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Forks:1#pickup:476"
"Thread-2", "24723", "SYSTEM", "Method Entered", " "
"Thread-2", "24724", "SYSTEM", "Variable Write", " context=Forks:1#pickup:476, p=Programmer:3"
"Thread-2", "24725", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24726", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "24727", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24728", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24729", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "24730", "SYSTEM", "Field Write", " context=Programmer:3, count=2"
"Thread-2", "24731", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24732", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24733", "SYSTEM", "Field Write", " context=Forks:1, n=0"
"Thread-2", "24734", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24735", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:476, value=<void>"
"Thread-2", "24736", "SYSTEM", "Method Returned", " "
"Thread-2", "24737", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24738", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24739", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24740", "SYSTEM", "Method Exit", " returner=Programmer:2#set_state:711, value=<void>"
"Thread-1", "24741", "SYSTEM", "Method Returned", " "
"Thread-1", "24742", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24743", "SYSTEM", "Field Read", " context=Programmer:2, fs"
"Thread-1", "24744", "SYSTEM", "Method Call", " caller=Programmer:2#run:2, target=Forks:1#pickup:477"
"Thread-1", "24745", "SYSTEM", "Method Entered", " "
"Thread-1", "24746", "SYSTEM", "Variable Write", " context=Forks:1#pickup:477, p=Programmer:2"
"Thread-1", "24747", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "24748", "SYSTEM", "Field Read", " context=Programmer:2, count"
"Thread-1", "24749", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-1", "24750", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24751", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24752", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Programmer:3#set_state:712"
"Thread-2", "24753", "SYSTEM", "Method Entered", " "
"Thread-2", "24754", "SYSTEM", "Variable Write", " context=Programmer:3#set_state:712, s=""E"""
"Thread-2", "24755", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24756", "SYSTEM", "Field Write", " context=Programmer:3, state=""E"""
"Thread-2", "24757", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24758", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24759", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24760", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24761", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-2", "24762", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24763", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24764", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-2", "24765", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24766", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24767", "SYSTEM", "Method Exit", " returner=Programmer:3#set_state:712, value=<void>"
"Thread-2", "24768", "SYSTEM", "Method Returned", " "
"Thread-2", "24769", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24770", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Programmer:3#set_state:713"
"Thread-2", "24771", "SYSTEM", "Method Entered", " "
"Thread-2", "24772", "SYSTEM", "Variable Write", " context=Programmer:3#set_state:713, s=""C"""
"Thread-2", "24773", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24774", "SYSTEM", "Field Write", " context=Programmer:3, state=""C"""
"Thread-2", "24775", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24776", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24777", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-2", "24778", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24779", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24780", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24781", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24782", "SYSTEM", "Method Exit", " returner=Programmer:3#set_state:713, value=<void>"
"Thread-2", "24783", "SYSTEM", "Method Returned", " "
"Thread-2", "24784", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24785", "SYSTEM", "Field Read", " context=Programmer:3, fs"
"Thread-2", "24786", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Forks:1#drop:235"
"Thread-2", "24787", "SYSTEM", "Method Entered", " "
"Thread-2", "24788", "SYSTEM", "Variable Write", " context=Forks:1#drop:235, p=Programmer:3"
"Thread-2", "24789", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24790", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24791", "SYSTEM", "Field Write", " context=Forks:1, n=2"
"Thread-2", "24792", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24793", "SYSTEM", "Field Write", " context=Programmer:3, count=0"
"Thread-2", "24794", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24795", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24796", "SYSTEM", "Method Exit", " returner=Forks:1#drop:235, value=<void>"
"Thread-4", "24797", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24798", "SYSTEM", "Method Returned", " "
"Thread-2", "24799", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24800", "SYSTEM", "Field Read", " context=Programmer:5, count"
"Thread-2", "24801", "SYSTEM", "Variable Write", " context=Programmer:3#run:3, i=48"
"Thread-2", "24802", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24803", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24804", "SYSTEM", "Field Read", " context=Programmer:3, fs"
"Thread-4", "24805", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24806", "SYSTEM", "Field Read", " context=Programmer:5, count"
"Thread-4", "24807", "SYSTEM", "Field Write", " context=Programmer:5, count=2"
"Thread-4", "24808", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24809", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "24810", "SYSTEM", "Field Write", " context=Forks:1, n=1"
"Thread-4", "24811", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24812", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:472, value=<void>"
"Thread-2", "24813", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Forks:1#pickup:478"
"Thread-2", "24814", "SYSTEM", "Method Entered", " "
"Thread-2", "24815", "SYSTEM", "Variable Write", " context=Forks:1#pickup:478, p=Programmer:3"
"Thread-2", "24816", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24817", "SYSTEM", "Method Returned", " "
"Thread-4", "24818", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "24819", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "24820", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "24821", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24822", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24823", "SYSTEM", "Method Call", " caller=Programmer:5#run:5, target=Programmer:5#set_state:714"
"Thread-4", "24824", "SYSTEM", "Method Entered", " "
"Thread-4", "24825", "SYSTEM", "Variable Write", " context=Programmer:5#set_state:714, s=""E"""
"Thread-4", "24826", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24827", "SYSTEM", "Field Write", " context=Programmer:5, state=""E"""
"Thread-4", "24828", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24829", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24830", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24831", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24832", "SYSTEM", "Field Read", " context=Programmer:5, name"
"Thread-4", "24833", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24834", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24835", "SYSTEM", "Field Read", " context=Programmer:5, name"
"Thread-4", "24836", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24837", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24838", "SYSTEM", "Method Exit", " returner=Programmer:5#set_state:714, value=<void>"
"Thread-4", "24839", "SYSTEM", "Method Returned", " "
"Thread-4", "24840", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24841", "SYSTEM", "Method Call", " caller=Programmer:5#run:5, target=Programmer:5#set_state:715"
"Thread-4", "24842", "SYSTEM", "Method Entered", " "
"Thread-4", "24843", "SYSTEM", "Variable Write", " context=Programmer:5#set_state:715, s=""C"""
"Thread-4", "24844", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24845", "SYSTEM", "Field Write", " context=Programmer:5, state=""C"""
"Thread-4", "24846", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24847", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24848", "SYSTEM", "Field Read", " context=Programmer:5, name"
"Thread-4", "24849", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "24850", "SYSTEM", "Line Step", " <source unavailable>"
